timestamp,thread_id,thread_type,action,target_resource,resource_type,duration_ms,timeout_threshold
0,P1,WORKER,LOCK,R1,Mutex,null,null
10,P2,WORKER,LOCK,R2,Mutex,null,null
20,P3,WORKER,LOCK,R3,Mutex,null,null
30,P4,WORKER,LOCK,R4,Mutex,null,null
40,P5,WORKER,LOCK,R5,Mutex,null,null
50,P1,WORKER,LOCK,R2,Mutex,null,null
60,P2,WORKER,LOCK,R3,Mutex,null,null
70,P3,WORKER,LOCK,R4,Mutex,null,null
80,P4,WORKER,LOCK,R5,Mutex,null,null
90,P5,WORKER,LOCK,R1,Mutex,null,null
100,P114,UI,LOCK,R166,Message_Queue,null,null
111,P92,WORKER,LOCK,R111,Message_Queue,500,5000
122,P120,UI,LOCK,R134,Mutex,50,5000
131,P122,WORKER,LOCK,R69,Message_Queue,100,5000
144,P113,UI,LOCK,R97,Mutex,500,5000
145,P91,UI,LOCK,R33,Mutex,null,5000
146,P28,UI,LOCK,R173,Message_Queue,100,5000
166,P65,WORKER,LOCK,R119,Mutex,50,null
179,P106,WORKER,LOCK,R20,Message_Queue,null,5000
184,P127,UI,LOCK,R145,Mutex,50,null
193,P33,UI,LOCK,R68,Message_Queue,50,null
194,P29,WORKER,LOCK,R144,Message_Queue,100,5000
197,P73,UI,LOCK,R73,Message_Queue,100,5000
215,P42,UI,LOCK,R28,Mutex,50,null
222,P6,UI,LOCK,R46,Message_Queue,50,5000
241,P76,UI,LOCK,R103,Message_Queue,500,null
257,P90,WORKER,LOCK,R43,Message_Queue,null,5000
265,P140,UI,LOCK,R23,Message_Queue,500,5000
280,P66,WORKER,LOCK,R69,Message_Queue,100,5000
293,P80,WORKER,LOCK,R44,Message_Queue,null,5000
307,P94,UI,LOCK,R167,Message_Queue,50,5000
318,P143,UI,LOCK,R150,Mutex,50,null
320,P10,UI,LOCK,R69,Mutex,100,null
338,P9,UI,LOCK,R2,Mutex,100,null
357,P30,UI,LOCK,R136,Mutex,500,null
374,P61,WORKER,LOCK,R95,Message_Queue,50,null
385,P33,WORKER,LOCK,R26,Mutex,500,null
400,P110,WORKER,LOCK,R42,Mutex,100,5000
403,P91,WORKER,LOCK,R138,Message_Queue,100,5000
422,P39,UI,LOCK,R20,Message_Queue,50,5000
425,P6,UI,LOCK,R83,Message_Queue,50,null
437,P43,WORKER,LOCK,R12,Message_Queue,50,5000
449,P135,WORKER,LOCK,R40,Message_Queue,50,5000
452,P15,UI,LOCK,R86,Mutex,100,null
456,P19,WORKER,LOCK,R166,Message_Queue,50,null
463,P124,WORKER,LOCK,R7,Mutex,null,5000
466,P128,UI,LOCK,R35,Mutex,null,null
482,P40,WORKER,LOCK,R18,Mutex,50,5000
491,P114,UI,LOCK,R66,Message_Queue,500,5000
507,P139,UI,LOCK,R119,Mutex,100,5000
510,P113,WORKER,LOCK,R144,Message_Queue,100,null
514,P37,UI,LOCK,R55,Message_Queue,500,null
530,P69,WORKER,LOCK,R61,Mutex,null,5000
545,P59,WORKER,LOCK,R136,Message_Queue,null,5000
553,P11,WORKER,LOCK,R97,Message_Queue,50,5000
557,P105,WORKER,LOCK,R36,Mutex,500,null
565,P46,WORKER,LOCK,R134,Mutex,100,null
574,P67,WORKER,LOCK,R11,Message_Queue,100,5000
588,P39,UI,LOCK,R102,Mutex,500,5000
589,P59,UI,LOCK,R172,Message_Queue,50,null
599,P91,UI,LOCK,R151,Mutex,100,null
618,P125,WORKER,LOCK,R96,Mutex,500,null
623,P72,WORKER,LOCK,R92,Message_Queue,100,null
626,P76,WORKER,LOCK,R174,Message_Queue,null,5000
645,P81,WORKER,LOCK,R80,Message_Queue,100,5000
651,P124,UI,LOCK,R61,Message_Queue,100,5000
667,P143,UI,LOCK,R63,Message_Queue,100,null
671,P131,WORKER,LOCK,R27,Message_Queue,50,5000
682,P97,UI,LOCK,R38,Message_Queue,100,5000
698,P93,WORKER,LOCK,R154,Mutex,100,null
711,P35,UI,LOCK,R143,Message_Queue,50,null
712,P150,WORKER,LOCK,R42,Mutex,100,5000
723,P111,UI,LOCK,R6,Message_Queue,100,null
730,P49,WORKER,LOCK,R29,Message_Queue,500,null
743,P13,WORKER,LOCK,R42,Message_Queue,50,5000
754,P27,UI,LOCK,R103,Mutex,50,null
772,P30,UI,LOCK,R178,Mutex,500,null
778,P18,UI,LOCK,R162,Message_Queue,100,5000
794,P93,UI,LOCK,R168,Mutex,50,5000
795,P117,UI,LOCK,R2,Mutex,null,null
810,P49,UI,LOCK,R134,Mutex,50,5000
826,P50,UI,LOCK,R117,Mutex,500,5000
832,P100,WORKER,LOCK,R64,Message_Queue,100,null
849,P97,WORKER,LOCK,R69,Message_Queue,null,5000
867,P149,WORKER,LOCK,R127,Mutex,null,5000
884,P32,UI,LOCK,R108,Message_Queue,50,5000
890,P120,WORKER,LOCK,R94,Mutex,50,null
891,P121,UI,LOCK,R120,Message_Queue,50,5000
897,P16,WORKER,LOCK,R125,Mutex,100,null
905,P106,UI,LOCK,R51,Mutex,50,5000
921,P12,UI,LOCK,R173,Message_Queue,100,null
927,P120,UI,LOCK,R164,Message_Queue,50,null
939,P112,UI,LOCK,R63,Message_Queue,500,5000
958,P112,WORKER,LOCK,R166,Message_Queue,50,5000
977,P10,UI,LOCK,R90,Mutex,100,5000
996,P101,UI,LOCK,R44,Mutex,null,5000
999,P11,UI,LOCK,R90,Mutex,100,null
1002,P99,WORKER,LOCK,R47,Message_Queue,100,5000
1003,P51,WORKER,LOCK,R173,Message_Queue,100,5000
1011,P91,WORKER,LOCK,R139,Mutex,50,null
1014,P87,WORKER,LOCK,R70,Message_Queue,100,null
1015,P103,UI,LOCK,R20,Mutex,null,5000
1017,P105,UI,LOCK,R144,Mutex,100,5000
1026,P74,WORKER,LOCK,R107,Message_Queue,100,null
1036,P121,UI,LOCK,R180,Message_Queue,50,5000
1047,P124,UI,LOCK,R5,Mutex,50,null
1067,P19,WORKER,LOCK,R98,Mutex,500,5000
1073,P50,WORKER,LOCK,R153,Mutex,null,null
1082,P145,UI,LOCK,R166,Message_Queue,50,null
1094,P23,UI,LOCK,R105,Mutex,100,5000
1109,P46,UI,LOCK,R83,Mutex,50,5000
1120,P95,UI,LOCK,R85,Message_Queue,null,5000
1127,P70,WORKER,LOCK,R49,Mutex,100,null
1147,P40,UI,LOCK,R180,Mutex,null,5000
1162,P146,UI,LOCK,R176,Mutex,50,null
1182,P14,UI,LOCK,R93,Message_Queue,null,5000
1185,P22,WORKER,LOCK,R42,Mutex,500,null
1188,P71,UI,LOCK,R169,Message_Queue,500,5000
1201,P23,UI,LOCK,R103,Mutex,50,5000
1210,P34,WORKER,LOCK,R75,Message_Queue,500,null
1215,P109,UI,LOCK,R156,Mutex,500,5000
1222,P95,WORKER,LOCK,R175,Message_Queue,100,null
1232,P99,UI,LOCK,R92,Message_Queue,50,5000
1234,P93,WORKER,LOCK,R108,Message_Queue,null,5000
1238,P77,UI,LOCK,R158,Message_Queue,100,5000
1250,P90,WORKER,LOCK,R14,Message_Queue,100,5000
1260,P118,WORKER,LOCK,R93,Message_Queue,50,null
1268,P73,WORKER,LOCK,R157,Message_Queue,500,null
1275,P12,WORKER,LOCK,R159,Mutex,100,null
1286,P26,WORKER,LOCK,R59,Message_Queue,null,5000
1295,P48,WORKER,LOCK,R8,Message_Queue,500,null
1311,P116,WORKER,LOCK,R92,Mutex,null,5000
1331,P41,UI,LOCK,R29,Mutex,50,null
1345,P136,UI,LOCK,R98,Message_Queue,100,5000
1358,P29,WORKER,LOCK,R115,Message_Queue,500,null
1376,P32,WORKER,LOCK,R28,Message_Queue,500,5000
1393,P142,UI,LOCK,R116,Mutex,500,null
1408,P22,UI,LOCK,R78,Message_Queue,500,5000
1414,P54,WORKER,LOCK,R129,Message_Queue,null,5000
1434,P28,WORKER,LOCK,R93,Mutex,50,null
1452,P118,UI,LOCK,R169,Mutex,500,null
1457,P130,WORKER,LOCK,R13,Message_Queue,500,5000
1466,P56,UI,LOCK,R83,Mutex,null,null
1485,P91,WORKER,LOCK,R53,Message_Queue,50,null
1505,P5,UI,LOCK,R42,Mutex,100,5000
1523,P138,UI,LOCK,R76,Message_Queue,100,5000
1526,P22,UI,LOCK,R46,Message_Queue,50,5000
1540,P16,WORKER,LOCK,R64,Mutex,50,null
1559,P114,UI,LOCK,R175,Mutex,null,null
1569,P116,UI,LOCK,R67,Mutex,100,null
1589,P106,WORKER,LOCK,R164,Mutex,null,null
1604,P124,WORKER,LOCK,R23,Mutex,50,5000
1605,P12,UI,LOCK,R31,Message_Queue,500,null
1623,P96,WORKER,LOCK,R43,Message_Queue,null,null
1633,P143,WORKER,LOCK,R43,Message_Queue,100,5000
1638,P69,WORKER,LOCK,R103,Message_Queue,100,null
1656,P76,WORKER,LOCK,R99,Message_Queue,100,null
1665,P126,WORKER,LOCK,R22,Message_Queue,100,null
1670,P114,WORKER,LOCK,R118,Message_Queue,500,null
1689,P145,WORKER,LOCK,R29,Mutex,500,5000
1694,P11,UI,LOCK,R83,Message_Queue,500,5000
1710,P72,WORKER,LOCK,R54,Mutex,100,5000
1730,P1,WORKER,LOCK,R119,Mutex,null,5000
1736,P147,WORKER,LOCK,R177,Mutex,100,5000
1745,P94,WORKER,LOCK,R42,Mutex,500,null
1765,P23,WORKER,LOCK,R132,Message_Queue,50,5000
1773,P90,UI,LOCK,R158,Message_Queue,50,null
1775,P81,UI,LOCK,R137,Mutex,50,null
1793,P20,WORKER,LOCK,R33,Message_Queue,50,null
1804,P100,UI,LOCK,R83,Mutex,null,5000
1814,P54,UI,LOCK,R119,Message_Queue,500,null
1816,P143,UI,LOCK,R66,Message_Queue,500,5000
1829,P107,WORKER,LOCK,R140,Message_Queue,null,5000
1845,P127,WORKER,LOCK,R94,Mutex,100,null
1852,P127,UI,LOCK,R139,Message_Queue,100,5000
1858,P86,WORKER,LOCK,R62,Message_Queue,50,null
1863,P12,WORKER,LOCK,R22,Mutex,null,null
1865,P94,UI,LOCK,R119,Message_Queue,null,5000
1873,P8,WORKER,LOCK,R98,Mutex,100,5000
1882,P49,WORKER,LOCK,R56,Mutex,100,null
1887,P79,WORKER,LOCK,R162,Mutex,null,5000
1900,P33,UI,LOCK,R63,Mutex,null,null
1905,P38,WORKER,LOCK,R71,Mutex,100,null
1906,P99,WORKER,LOCK,R165,Mutex,500,null
1919,P86,WORKER,LOCK,R169,Mutex,100,5000
1921,P45,UI,LOCK,R41,Message_Queue,100,null
1937,P29,UI,LOCK,R64,Message_Queue,500,5000
1940,P141,UI,LOCK,R89,Message_Queue,null,null
1958,P66,UI,LOCK,R174,Message_Queue,100,null
1978,P115,WORKER,LOCK,R49,Message_Queue,100,null
1989,P12,WORKER,LOCK,R113,Message_Queue,50,5000
1991,P51,UI,LOCK,R31,Mutex,null,5000
1995,P27,UI,LOCK,R142,Message_Queue,50,null
1997,P149,UI,LOCK,R57,Message_Queue,null,5000
2012,P8,WORKER,LOCK,R153,Mutex,100,null
2025,P127,WORKER,LOCK,R54,Message_Queue,100,5000
2026,P53,UI,LOCK,R73,Message_Queue,null,null
2028,P120,UI,LOCK,R77,Message_Queue,50,null
2036,P3,UI,LOCK,R122,Message_Queue,50,5000
2054,P65,UI,LOCK,R100,Message_Queue,50,null
2067,P40,UI,LOCK,R138,Mutex,100,null
2073,P77,UI,LOCK,R108,Message_Queue,null,5000
2093,P135,WORKER,LOCK,R74,Message_Queue,50,5000
2100,P32,WORKER,LOCK,R112,Mutex,100,5000
2110,P62,UI,LOCK,R68,Message_Queue,50,null
2129,P137,WORKER,LOCK,R49,Message_Queue,null,5000
2132,P104,WORKER,LOCK,R6,Mutex,100,null
2151,P122,WORKER,LOCK,R68,Mutex,100,null
2169,P71,UI,LOCK,R4,Mutex,100,null
2189,P142,WORKER,LOCK,R163,Mutex,100,null
2199,P22,UI,LOCK,R146,Mutex,100,null
2210,P69,UI,LOCK,R58,Mutex,null,5000
2222,P145,UI,LOCK,R85,Message_Queue,null,5000
2231,P149,UI,LOCK,R103,Mutex,500,null
2243,P14,WORKER,LOCK,R66,Message_Queue,100,5000
2257,P60,UI,LOCK,R77,Message_Queue,50,5000
2276,P85,WORKER,LOCK,R1,Message_Queue,500,5000
2284,P113,UI,LOCK,R59,Mutex,100,5000
2304,P45,UI,LOCK,R16,Mutex,100,null
2315,P128,WORKER,LOCK,R152,Mutex,500,5000
2332,P55,WORKER,LOCK,R118,Mutex,500,5000
2334,P34,WORKER,LOCK,R35,Mutex,50,null
2353,P130,WORKER,LOCK,R177,Message_Queue,500,null
2373,P65,WORKER,LOCK,R61,Message_Queue,null,null
2392,P35,UI,LOCK,R175,Mutex,100,5000
2404,P67,UI,LOCK,R1,Mutex,500,5000
2405,P99,UI,LOCK,R121,Mutex,500,5000
2421,P91,WORKER,LOCK,R66,Mutex,500,5000
2432,P63,UI,LOCK,R2,Message_Queue,500,null
2440,P9,UI,LOCK,R143,Mutex,500,null
2453,P31,UI,LOCK,R90,Message_Queue,500,5000
2466,P101,WORKER,LOCK,R141,Mutex,100,null
2469,P51,UI,LOCK,R169,Message_Queue,500,5000
2482,P2,UI,LOCK,R75,Mutex,500,5000
2498,P66,WORKER,LOCK,R179,Mutex,500,5000
2516,P106,WORKER,LOCK,R179,Mutex,50,5000
2525,P12,UI,LOCK,R89,Message_Queue,100,5000
2529,P38,UI,LOCK,R51,Mutex,100,5000
2539,P136,UI,LOCK,R161,Mutex,500,5000
2554,P76,UI,LOCK,R103,Mutex,50,5000
2567,P119,WORKER,LOCK,R8,Mutex,500,5000
2579,P7,UI,LOCK,R128,Mutex,null,null
2588,P51,UI,LOCK,R78,Mutex,100,5000
2597,P126,WORKER,LOCK,R50,Mutex,50,null
2601,P134,UI,LOCK,R121,Mutex,null,null
2620,P19,UI,LOCK,R66,Mutex,50,null
2626,P84,WORKER,LOCK,R41,Mutex,100,null
2635,P71,UI,LOCK,R99,Mutex,null,null
2649,P60,WORKER,LOCK,R136,Mutex,null,null
2669,P150,UI,LOCK,R119,Message_Queue,500,null
2681,P138,WORKER,LOCK,R166,Message_Queue,null,5000
2688,P92,WORKER,LOCK,R8,Mutex,100,5000
2694,P114,WORKER,LOCK,R173,Message_Queue,50,5000
2710,P75,UI,LOCK,R180,Message_Queue,50,5000
2713,P60,UI,LOCK,R159,Mutex,50,null
2721,P4,UI,LOCK,R169,Mutex,50,null
2741,P5,WORKER,LOCK,R103,Mutex,null,5000
2753,P39,WORKER,LOCK,R69,Message_Queue,50,5000
2769,P23,WORKER,LOCK,R12,Message_Queue,100,5000
2785,P5,UI,LOCK,R86,Mutex,50,5000
2792,P69,UI,LOCK,R168,Mutex,50,5000
2801,P57,UI,LOCK,R88,Mutex,50,5000
2814,P141,WORKER,LOCK,R23,Message_Queue,50,5000
2825,P80,WORKER,LOCK,R169,Message_Queue,100,null
2845,P73,UI,LOCK,R8,Message_Queue,null,null
2852,P75,UI,LOCK,R31,Message_Queue,null,null
2863,P20,UI,LOCK,R141,Message_Queue,100,5000
2873,P94,UI,LOCK,R107,Message_Queue,100,null
2893,P109,UI,LOCK,R28,Mutex,500,5000
2913,P140,UI,LOCK,R141,Message_Queue,100,null
2917,P77,UI,LOCK,R151,Mutex,50,null
2925,P124,WORKER,LOCK,R30,Mutex,500,5000
2932,P25,WORKER,LOCK,R158,Mutex,100,null
2947,P129,UI,LOCK,R148,Mutex,500,5000
2965,P96,UI,LOCK,R54,Mutex,50,5000
2968,P38,WORKER,LOCK,R72,Mutex,500,null
2977,P33,WORKER,LOCK,R119,Message_Queue,null,5000
2981,P2,UI,LOCK,R25,Mutex,500,null
2988,P113,WORKER,LOCK,R37,Mutex,50,null
2997,P46,WORKER,LOCK,R96,Mutex,null,null
3000,P20,UI,LOCK,R72,Mutex,50,null
3015,P18,UI,LOCK,R78,Mutex,null,null
3016,P53,UI,LOCK,R170,Message_Queue,null,null
3022,P70,UI,LOCK,R149,Mutex,null,5000
3031,P22,WORKER,LOCK,R175,Message_Queue,50,5000
3042,P31,WORKER,LOCK,R19,Mutex,null,5000
3047,P68,WORKER,LOCK,R76,Mutex,500,null
3063,P27,UI,LOCK,R27,Mutex,500,null
3076,P128,WORKER,LOCK,R5,Mutex,50,5000
3085,P127,WORKER,LOCK,R174,Mutex,500,null
3091,P144,UI,LOCK,R142,Message_Queue,null,null
3109,P124,WORKER,LOCK,R50,Message_Queue,100,5000
3111,P67,WORKER,LOCK,R174,Message_Queue,null,null
3121,P39,UI,LOCK,R168,Message_Queue,500,null
3131,P56,WORKER,LOCK,R67,Message_Queue,500,null
3145,P19,UI,LOCK,R69,Mutex,null,5000
3152,P15,WORKER,LOCK,R150,Mutex,50,null
3162,P36,WORKER,LOCK,R119,Message_Queue,500,5000
3169,P143,UI,LOCK,R76,Mutex,null,null
3175,P33,WORKER,LOCK,R178,Mutex,null,null
3178,P121,WORKER,LOCK,R121,Mutex,null,null
3193,P119,UI,LOCK,R51,Message_Queue,null,null
3197,P10,WORKER,LOCK,R84,Mutex,100,5000
3208,P144,WORKER,LOCK,R150,Mutex,500,5000
3209,P3,UI,LOCK,R148,Mutex,null,5000
3227,P101,WORKER,LOCK,R49,Message_Queue,null,5000
3242,P150,WORKER,LOCK,R17,Mutex,50,null
3260,P87,UI,LOCK,R75,Message_Queue,100,5000
3280,P123,UI,LOCK,R91,Mutex,null,5000
3295,P12,WORKER,LOCK,R74,Mutex,100,null
3313,P41,UI,LOCK,R152,Message_Queue,50,null
