timestamp,thread_id,thread_type,action,target_resource,resource_type,duration_ms,timeout_threshold
0,P1,WORKER,LOCK,R1,Mutex,null,null
10,P2,WORKER,LOCK,R2,Mutex,null,null
20,P3,WORKER,LOCK,R3,Mutex,null,null
30,P4,WORKER,LOCK,R4,Mutex,null,null
40,P5,WORKER,LOCK,R5,Mutex,null,null
50,P1,WORKER,LOCK,R2,Mutex,null,null
60,P2,WORKER,LOCK,R3,Mutex,null,null
70,P3,WORKER,LOCK,R4,Mutex,null,null
80,P4,WORKER,LOCK,R5,Mutex,null,null
90,P5,WORKER,LOCK,R1,Mutex,null,null
100,P8,UI,LOCK,R11,Mutex,null,null
105,P8,UI,LOCK,R11,Mutex,100,null
121,P8,UI,LOCK,R9,Message_Queue,50,null
140,P10,UI,LOCK,R15,Mutex,null,null
153,P2,WORKER,LOCK,R13,Mutex,100,null
170,P5,WORKER,LOCK,R1,Message_Queue,100,null
180,P8,UI,LOCK,R7,Mutex,100,5000
187,P6,WORKER,LOCK,R2,Mutex,null,5000
196,P8,WORKER,LOCK,R4,Message_Queue,500,5000
209,P3,UI,LOCK,R6,Message_Queue,null,5000
216,P7,UI,LOCK,R15,Message_Queue,null,null
233,P10,UI,LOCK,R5,Message_Queue,100,null
252,P8,UI,LOCK,R10,Message_Queue,100,5000
254,P1,WORKER,LOCK,R5,Mutex,100,null
264,P8,UI,LOCK,R14,Mutex,null,null
281,P7,UI,LOCK,R12,Message_Queue,50,null
290,P8,UI,LOCK,R1,Mutex,100,null
297,P6,WORKER,LOCK,R12,Mutex,100,null
305,P2,UI,LOCK,R14,Message_Queue,100,5000
320,P5,WORKER,LOCK,R10,Message_Queue,50,null
329,P9,WORKER,LOCK,R13,Mutex,500,null
338,P6,WORKER,LOCK,R4,Mutex,500,5000
348,P5,UI,LOCK,R7,Mutex,50,5000
351,P1,UI,LOCK,R8,Message_Queue,null,null
363,P7,UI,LOCK,R9,Message_Queue,500,5000
365,P9,UI,LOCK,R2,Message_Queue,100,null
373,P6,WORKER,LOCK,R13,Mutex,100,null
385,P2,WORKER,LOCK,R11,Message_Queue,500,null
392,P9,WORKER,LOCK,R7,Message_Queue,null,null
411,P9,WORKER,LOCK,R4,Message_Queue,500,5000
422,P1,UI,LOCK,R7,Mutex,null,5000
423,P2,WORKER,LOCK,R6,Message_Queue,500,5000
427,P8,UI,LOCK,R14,Message_Queue,100,5000
432,P9,WORKER,LOCK,R8,Message_Queue,100,null
446,P6,WORKER,LOCK,R13,Message_Queue,50,5000
448,P7,UI,LOCK,R4,Message_Queue,500,null
453,P7,WORKER,LOCK,R3,Mutex,50,5000
470,P9,UI,LOCK,R3,Mutex,100,null
488,P9,UI,LOCK,R10,Mutex,500,null
495,P10,WORKER,LOCK,R14,Message_Queue,null,null
499,P4,WORKER,LOCK,R2,Mutex,50,5000
505,P10,WORKER,LOCK,R12,Message_Queue,500,5000
509,P3,UI,LOCK,R1,Message_Queue,100,null
516,P7,WORKER,LOCK,R7,Message_Queue,50,5000
523,P7,UI,LOCK,R1,Mutex,null,5000
535,P2,WORKER,LOCK,R12,Message_Queue,50,5000
542,P6,UI,LOCK,R1,Message_Queue,100,null
544,P6,UI,LOCK,R7,Message_Queue,null,null
555,P2,UI,LOCK,R5,Message_Queue,50,null
574,P10,UI,LOCK,R15,Message_Queue,500,5000
579,P1,UI,LOCK,R12,Mutex,50,null
587,P10,UI,LOCK,R13,Message_Queue,50,5000
599,P2,UI,LOCK,R15,Mutex,500,5000
605,P5,UI,LOCK,R7,Mutex,500,5000
607,P9,UI,LOCK,R5,Message_Queue,50,null
626,P7,UI,LOCK,R15,Mutex,50,null
636,P5,WORKER,LOCK,R6,Message_Queue,500,null
654,P2,UI,LOCK,R14,Mutex,500,5000
667,P4,UI,LOCK,R10,Message_Queue,null,5000
681,P9,WORKER,LOCK,R5,Message_Queue,500,5000
686,P3,UI,LOCK,R2,Mutex,100,5000
698,P7,WORKER,LOCK,R14,Message_Queue,null,null
706,P2,WORKER,LOCK,R1,Mutex,100,5000
712,P2,UI,LOCK,R14,Message_Queue,500,5000
720,P5,WORKER,LOCK,R15,Message_Queue,null,null
729,P1,UI,LOCK,R1,Mutex,50,null
731,P6,UI,LOCK,R14,Mutex,100,5000
736,P3,WORKER,LOCK,R10,Message_Queue,null,null
739,P3,UI,LOCK,R12,Mutex,100,5000
745,P5,UI,LOCK,R14,Mutex,500,5000
747,P9,WORKER,LOCK,R2,Message_Queue,null,5000
753,P4,WORKER,LOCK,R12,Message_Queue,null,5000
771,P10,WORKER,LOCK,R2,Message_Queue,50,5000
780,P10,WORKER,LOCK,R2,Mutex,500,null
786,P4,WORKER,LOCK,R9,Message_Queue,null,5000
791,P5,WORKER,LOCK,R4,Mutex,100,5000
811,P6,WORKER,LOCK,R6,Message_Queue,null,5000
822,P6,UI,LOCK,R12,Mutex,null,null
834,P10,UI,LOCK,R6,Mutex,100,null
841,P5,WORKER,LOCK,R9,Mutex,null,null
842,P3,UI,LOCK,R15,Mutex,500,5000
862,P2,WORKER,LOCK,R3,Message_Queue,null,5000
872,P8,WORKER,LOCK,R13,Mutex,500,null
874,P10,WORKER,LOCK,R15,Mutex,100,5000
879,P2,WORKER,LOCK,R15,Message_Queue,null,null
895,P6,WORKER,LOCK,R5,Mutex,500,5000
908,P5,WORKER,LOCK,R9,Message_Queue,100,null
909,P1,WORKER,LOCK,R4,Message_Queue,50,null
919,P3,UI,LOCK,R11,Mutex,100,null
927,P10,UI,LOCK,R9,Mutex,50,null
945,P5,UI,LOCK,R8,Message_Queue,500,null
954,P7,UI,LOCK,R7,Message_Queue,null,5000
962,P2,UI,LOCK,R9,Mutex,50,5000
969,P7,WORKER,LOCK,R2,Message_Queue,50,null
980,P7,UI,LOCK,R10,Message_Queue,null,null
984,P9,UI,LOCK,R11,Message_Queue,null,null
987,P1,UI,LOCK,R2,Mutex,50,null
1006,P9,WORKER,LOCK,R8,Mutex,100,null
1020,P6,UI,LOCK,R7,Mutex,100,5000
1029,P2,WORKER,LOCK,R13,Message_Queue,null,null
1033,P3,WORKER,LOCK,R8,Mutex,100,null
1035,P6,UI,LOCK,R12,Message_Queue,null,5000
1043,P1,UI,LOCK,R1,Message_Queue,500,5000
1054,P9,WORKER,LOCK,R13,Mutex,500,5000
1074,P3,WORKER,LOCK,R13,Mutex,100,null
1093,P2,WORKER,LOCK,R2,Mutex,50,null
1109,P7,UI,LOCK,R6,Mutex,500,5000
1116,P4,UI,LOCK,R10,Message_Queue,500,null
1121,P4,WORKER,LOCK,R7,Message_Queue,50,null
1135,P2,UI,LOCK,R12,Message_Queue,100,null
1138,P5,UI,LOCK,R10,Message_Queue,100,5000
1148,P2,UI,LOCK,R11,Message_Queue,100,5000
1163,P4,WORKER,LOCK,R11,Message_Queue,null,null
1172,P5,UI,LOCK,R6,Message_Queue,500,null
1185,P7,WORKER,LOCK,R9,Mutex,500,null
1196,P2,UI,LOCK,R5,Message_Queue,500,null
1197,P9,UI,LOCK,R10,Mutex,50,5000
1202,P7,WORKER,LOCK,R13,Message_Queue,50,null
1219,P10,WORKER,LOCK,R6,Mutex,500,null
1237,P4,WORKER,LOCK,R6,Message_Queue,50,null
1254,P2,WORKER,LOCK,R3,Mutex,100,null
1267,P4,WORKER,LOCK,R11,Mutex,100,5000
1284,P8,WORKER,LOCK,R9,Mutex,null,null
1298,P8,UI,LOCK,R7,Mutex,50,null
1299,P9,WORKER,LOCK,R13,Message_Queue,null,null
1308,P8,UI,LOCK,R6,Message_Queue,100,5000
1320,P10,UI,LOCK,R14,Message_Queue,50,null
1326,P10,UI,LOCK,R12,Message_Queue,100,5000
1330,P9,WORKER,LOCK,R13,Mutex,500,5000
1340,P9,WORKER,LOCK,R7,Mutex,100,5000
1347,P3,WORKER,LOCK,R1,Mutex,100,5000
1361,P2,WORKER,LOCK,R12,Message_Queue,null,null
1367,P10,WORKER,LOCK,R11,Mutex,50,5000
1384,P9,UI,LOCK,R2,Message_Queue,50,5000
1388,P8,WORKER,LOCK,R3,Mutex,50,5000
1407,P2,WORKER,LOCK,R8,Message_Queue,500,5000
1409,P3,UI,LOCK,R13,Message_Queue,null,5000
1423,P9,UI,LOCK,R12,Message_Queue,null,5000
1427,P3,UI,LOCK,R12,Mutex,500,5000
1447,P10,UI,LOCK,R10,Mutex,500,null
1458,P7,WORKER,LOCK,R4,Mutex,100,null
1466,P7,UI,LOCK,R11,Message_Queue,null,5000
1485,P7,UI,LOCK,R1,Message_Queue,50,5000
1494,P6,WORKER,LOCK,R4,Mutex,100,5000
1504,P6,UI,LOCK,R5,Message_Queue,50,5000
1523,P8,WORKER,LOCK,R6,Message_Queue,50,5000
1535,P10,WORKER,LOCK,R4,Message_Queue,500,5000
1552,P8,UI,LOCK,R14,Mutex,500,5000
1563,P9,WORKER,LOCK,R14,Mutex,100,null
1574,P6,UI,LOCK,R11,Message_Queue,500,5000
1575,P8,WORKER,LOCK,R11,Message_Queue,null,null
1579,P4,WORKER,LOCK,R9,Message_Queue,50,5000
1594,P7,WORKER,LOCK,R4,Message_Queue,null,5000
1596,P10,UI,LOCK,R6,Mutex,null,5000
1602,P8,UI,LOCK,R10,Message_Queue,50,5000
1605,P8,WORKER,LOCK,R4,Message_Queue,500,null
1619,P8,UI,LOCK,R8,Mutex,100,null
1633,P5,WORKER,LOCK,R15,Message_Queue,100,null
1653,P1,WORKER,LOCK,R1,Message_Queue,500,null
1662,P10,UI,LOCK,R2,Mutex,500,5000
1675,P3,WORKER,LOCK,R1,Mutex,500,5000
1684,P4,UI,LOCK,R9,Message_Queue,100,5000
1698,P2,WORKER,LOCK,R1,Message_Queue,null,5000
1699,P6,UI,LOCK,R8,Message_Queue,500,null
1713,P8,UI,LOCK,R8,Mutex,null,null
1717,P2,UI,LOCK,R4,Message_Queue,50,null
1726,P2,WORKER,LOCK,R4,Message_Queue,50,5000
1743,P10,WORKER,LOCK,R3,Message_Queue,null,5000
1752,P2,WORKER,LOCK,R6,Message_Queue,null,5000
1762,P9,WORKER,LOCK,R3,Message_Queue,null,null
1768,P9,WORKER,LOCK,R1,Message_Queue,null,null
1778,P6,UI,LOCK,R5,Message_Queue,50,null
1794,P8,UI,LOCK,R7,Message_Queue,50,5000
1805,P3,WORKER,LOCK,R9,Mutex,50,5000
1810,P4,UI,LOCK,R14,Mutex,100,5000
1818,P10,WORKER,LOCK,R7,Mutex,null,5000
1831,P4,UI,LOCK,R7,Mutex,null,5000
1834,P5,WORKER,LOCK,R5,Mutex,50,null
1845,P7,WORKER,LOCK,R14,Message_Queue,50,null
1863,P6,UI,LOCK,R13,Mutex,500,null
1880,P8,UI,LOCK,R12,Message_Queue,500,null
1883,P9,WORKER,LOCK,R9,Message_Queue,100,null
1886,P4,UI,LOCK,R9,Mutex,500,5000
1904,P6,UI,LOCK,R2,Mutex,50,null
1912,P6,WORKER,LOCK,R7,Mutex,null,5000
1924,P3,UI,LOCK,R13,Message_Queue,100,null
1933,P8,WORKER,LOCK,R6,Message_Queue,50,null
1947,P4,WORKER,LOCK,R8,Message_Queue,50,null
1963,P5,UI,LOCK,R7,Mutex,100,null
1966,P3,WORKER,LOCK,R2,Message_Queue,50,null
1985,P9,WORKER,LOCK,R14,Mutex,50,null
1995,P10,WORKER,LOCK,R3,Message_Queue,null,5000
2005,P8,UI,LOCK,R9,Mutex,50,null
2006,P4,UI,LOCK,R12,Mutex,null,5000
2020,P1,UI,LOCK,R4,Mutex,500,null
2031,P1,UI,LOCK,R12,Mutex,100,5000
2042,P2,WORKER,LOCK,R6,Mutex,null,null
2047,P7,WORKER,LOCK,R8,Mutex,500,5000
2059,P7,UI,LOCK,R5,Mutex,100,5000
2068,P2,UI,LOCK,R8,Mutex,100,null
2070,P9,WORKER,LOCK,R9,Message_Queue,50,null
2076,P1,WORKER,LOCK,R10,Message_Queue,500,5000
2081,P9,UI,LOCK,R2,Mutex,50,5000
2098,P6,WORKER,LOCK,R5,Mutex,50,null
2107,P9,WORKER,LOCK,R6,Message_Queue,50,5000
2122,P8,UI,LOCK,R9,Mutex,null,null
2141,P2,WORKER,LOCK,R9,Mutex,100,null
2153,P3,UI,LOCK,R14,Mutex,500,5000
2167,P6,WORKER,LOCK,R3,Message_Queue,null,5000
2176,P4,UI,LOCK,R5,Message_Queue,500,null
2184,P2,UI,LOCK,R13,Mutex,500,null
2193,P4,UI,LOCK,R2,Mutex,100,null
2199,P10,UI,LOCK,R5,Message_Queue,50,5000
2203,P7,WORKER,LOCK,R15,Mutex,100,null
2216,P1,WORKER,LOCK,R8,Message_Queue,500,5000
2220,P6,UI,LOCK,R1,Message_Queue,100,5000
2232,P5,UI,LOCK,R7,Message_Queue,500,null
2248,P6,WORKER,LOCK,R2,Message_Queue,100,5000
2259,P10,WORKER,LOCK,R4,Message_Queue,null,5000
2275,P2,UI,LOCK,R14,Mutex,100,5000
2291,P1,UI,LOCK,R13,Mutex,null,5000
2293,P4,WORKER,LOCK,R12,Mutex,100,5000
2307,P2,UI,LOCK,R10,Mutex,50,5000
2315,P10,UI,LOCK,R12,Mutex,500,5000
2322,P1,UI,LOCK,R13,Mutex,500,null
2329,P9,UI,LOCK,R14,Message_Queue,500,null
2343,P1,UI,LOCK,R5,Mutex,100,5000
2347,P2,UI,LOCK,R10,Mutex,100,null
2358,P1,WORKER,LOCK,R14,Message_Queue,null,5000
2367,P6,WORKER,LOCK,R11,Mutex,null,5000
2387,P4,WORKER,LOCK,R1,Message_Queue,500,5000
2397,P2,WORKER,LOCK,R4,Message_Queue,500,5000
2398,P3,WORKER,LOCK,R5,Message_Queue,null,5000
2411,P1,WORKER,LOCK,R1,Mutex,100,5000
2430,P1,UI,LOCK,R1,Mutex,500,null
2442,P3,UI,LOCK,R2,Message_Queue,null,5000
2445,P7,UI,LOCK,R11,Mutex,100,null
2458,P6,UI,LOCK,R2,Mutex,null,null
2470,P6,WORKER,LOCK,R12,Message_Queue,500,null
2473,P1,UI,LOCK,R3,Mutex,50,5000
2491,P7,WORKER,LOCK,R9,Message_Queue,500,5000
2506,P3,UI,LOCK,R2,Mutex,null,5000
2521,P9,WORKER,LOCK,R14,Message_Queue,100,5000
2529,P9,WORKER,LOCK,R6,Mutex,50,null
2536,P2,WORKER,LOCK,R14,Message_Queue,100,null
2539,P1,UI,LOCK,R12,Message_Queue,null,null
2547,P7,WORKER,LOCK,R13,Message_Queue,null,null
2556,P10,WORKER,LOCK,R13,Message_Queue,500,null
2567,P3,WORKER,LOCK,R2,Message_Queue,100,null
2570,P9,WORKER,LOCK,R6,Mutex,100,5000
2574,P4,UI,LOCK,R12,Mutex,500,null
2581,P9,WORKER,LOCK,R4,Mutex,50,5000
2584,P9,UI,LOCK,R5,Message_Queue,null,null
2595,P3,UI,LOCK,R15,Message_Queue,100,5000
2597,P7,WORKER,LOCK,R13,Mutex,100,null
2615,P4,UI,LOCK,R8,Mutex,500,5000
2633,P8,UI,LOCK,R12,Message_Queue,null,5000
2645,P4,WORKER,LOCK,R10,Mutex,null,5000
2650,P10,UI,LOCK,R6,Mutex,100,null
2657,P8,UI,LOCK,R8,Mutex,50,null
2670,P7,WORKER,LOCK,R6,Message_Queue,500,null
2683,P6,WORKER,LOCK,R1,Mutex,null,5000
2685,P6,WORKER,LOCK,R10,Mutex,100,null
2703,P10,WORKER,LOCK,R6,Mutex,null,5000
2715,P8,UI,LOCK,R13,Mutex,100,null
2725,P9,WORKER,LOCK,R1,Message_Queue,500,5000
2733,P8,UI,LOCK,R12,Mutex,50,null
2734,P5,UI,LOCK,R12,Mutex,50,null
2736,P2,UI,LOCK,R13,Mutex,500,5000
2754,P9,UI,LOCK,R2,Mutex,null,5000
2759,P5,UI,LOCK,R9,Message_Queue,50,null
2769,P8,UI,LOCK,R9,Message_Queue,100,5000
2780,P8,UI,LOCK,R14,Mutex,50,5000
2785,P2,WORKER,LOCK,R13,Message_Queue,50,null
2800,P9,UI,LOCK,R12,Message_Queue,null,null
2813,P2,UI,LOCK,R9,Mutex,100,5000
2816,P10,UI,LOCK,R6,Message_Queue,100,null
2824,P4,WORKER,LOCK,R4,Message_Queue,null,5000
2830,P8,WORKER,LOCK,R6,Mutex,100,null
2846,P1,WORKER,LOCK,R4,Mutex,500,5000
2854,P10,WORKER,LOCK,R15,Message_Queue,500,5000
2857,P2,WORKER,LOCK,R12,Mutex,100,null
2871,P7,WORKER,LOCK,R7,Message_Queue,100,null
2872,P8,UI,LOCK,R4,Message_Queue,100,null
2892,P10,UI,LOCK,R7,Mutex,50,5000
2905,P4,UI,LOCK,R13,Message_Queue,100,null
2916,P2,UI,LOCK,R4,Message_Queue,100,null
2920,P5,UI,LOCK,R10,Message_Queue,100,null
2921,P7,WORKER,LOCK,R15,Mutex,500,null
2926,P8,UI,LOCK,R12,Message_Queue,null,5000
2938,P10,WORKER,LOCK,R3,Message_Queue,500,5000
2950,P3,WORKER,LOCK,R4,Mutex,100,null
2962,P4,WORKER,LOCK,R10,Mutex,null,5000
2964,P5,UI,LOCK,R13,Mutex,null,null
2968,P2,WORKER,LOCK,R3,Mutex,null,5000
2980,P6,UI,LOCK,R4,Mutex,100,null
2995,P10,UI,LOCK,R4,Mutex,null,null
3012,P2,WORKER,LOCK,R13,Mutex,null,5000
3021,P5,WORKER,LOCK,R3,Mutex,50,null
3029,P3,WORKER,LOCK,R12,Message_Queue,50,5000
3032,P3,WORKER,LOCK,R11,Mutex,null,null
