timestamp,thread_id,thread_type,action,target_resource,resource_type,duration_ms,timeout_threshold
1302,P20,WORKER,LOCK,R27,Mutex,100,null
2081,P2,UI,LOCK,R21,Mutex,500,5000
2179,P9,WORKER,LOCK,R26,Mutex,100,null
2568,P4,UI,LOCK,R21,Mutex,500,5000
2721,P1,UI,LOCK,R15,Mutex,null,5000
4321,P23,WORKER,LOCK,R25,Mutex,50,null
5864,P16,WORKER,LOCK,R29,Mutex,100,null
7329,P3,UI,LOCK,R21,Mutex,null,5000
7901,P23,WORKER,LOCK,R9,Mutex,50,null
8501,P11,WORKER,LOCK,R27,Mutex,null,null
10318,P1,UI,LOCK,R8,Mutex,50,5000
11898,P18,WORKER,LOCK,R29,Mutex,500,null
13537,P8,WORKER,LOCK,R13,Mutex,100,null
15174,P12,WORKER,LOCK,R6,Mutex,50,null
16618,P24,WORKER,LOCK,R29,Mutex,50,null
18085,P16,WORKER,LOCK,R3,Mutex,500,null
19315,P10,WORKER,LOCK,R4,Mutex,500,null
20950,P9,WORKER,LOCK,R3,Mutex,null,null
22271,P25,WORKER,LOCK,R4,Mutex,50,null
22908,P22,WORKER,LOCK,R10,Mutex,50,null
23803,P18,WORKER,LOCK,R27,Mutex,null,null
23853,P11,WORKER,LOCK,R5,Mutex,50,null
24678,P8,WORKER,LOCK,R15,Mutex,500,null
25779,P25,WORKER,LOCK,R6,Mutex,50,null
27528,P9,WORKER,LOCK,R14,Mutex,50,null
29480,P23,WORKER,LOCK,R25,Mutex,null,null
30251,P10,WORKER,LOCK,R11,Mutex,null,null
31054,P20,WORKER,LOCK,R7,Mutex,50,null
31146,P5,UI,LOCK,R20,Mutex,50,5000
32685,P24,WORKER,LOCK,R30,Mutex,null,null
34327,P20,WORKER,LOCK,R14,Mutex,100,null
34516,P11,WORKER,LOCK,R11,Mutex,500,null
35636,P11,WORKER,LOCK,R10,Mutex,500,null
35950,P23,WORKER,LOCK,R3,Mutex,100,null
36822,P18,WORKER,LOCK,R22,Mutex,500,null
38421,P11,WORKER,LOCK,R4,Mutex,50,null
39290,P3,UI,LOCK,R12,Mutex,50,5000
40937,P4,UI,LOCK,R29,Mutex,null,5000
41953,P5,UI,LOCK,R5,Mutex,null,5000
43878,P13,WORKER,LOCK,R11,Mutex,100,null
44495,P25,WORKER,LOCK,R15,Mutex,null,null
44559,P10,WORKER,LOCK,R18,Mutex,500,null
45610,P24,WORKER,LOCK,R13,Mutex,100,null
46115,P1,UI,LOCK,R13,Mutex,500,5000
