timestamp,thread_id,thread_type,action,target_resource,resource_type,duration_ms,timeout_threshold
10,P1,WORKER,LOCK,R1,Mutex,null,null
20,P2,WORKER,LOCK,R2,Mutex,null,null
30,P3,WORKER,LOCK,R3,Mutex,null,null
40,P4,WORKER,LOCK,R4,Mutex,null,null
50,P5,WORKER,LOCK,R5,Mutex,null,null
60,P6,WORKER,LOCK,R6,Mutex,null,null
70,P7,WORKER,LOCK,R7,Mutex,null,null
80,P8,WORKER,LOCK,R8,Mutex,null,null
90,P9,WORKER,LOCK,R9,Mutex,null,null
100,P10,WORKER,LOCK,R10,Mutex,null,null
110,P11,WORKER,LOCK,R11,Mutex,null,null
120,P12,WORKER,LOCK,R12,Mutex,null,null
130,P13,WORKER,LOCK,R13,Mutex,null,null
140,P14,WORKER,LOCK,R14,Mutex,null,null
150,P15,WORKER,LOCK,R15,Mutex,null,null
160,P16,WORKER,LOCK,R16,Mutex,null,null
170,P17,WORKER,LOCK,R17,Mutex,null,null
180,P18,WORKER,LOCK,R18,Mutex,null,null
190,P19,WORKER,LOCK,R19,Mutex,null,null
200,P20,WORKER,LOCK,R20,Mutex,null,null
210,P21,WORKER,LOCK,R21,Mutex,null,null
220,P22,WORKER,LOCK,R22,Mutex,null,null
230,P23,WORKER,LOCK,R23,Mutex,null,null
240,P24,WORKER,LOCK,R24,Mutex,null,null
250,P25,WORKER,LOCK,R25,Mutex,null,null
260,P26,WORKER,LOCK,R26,Mutex,null,null
270,P27,WORKER,LOCK,R27,Mutex,null,null
280,P28,WORKER,LOCK,R28,Mutex,null,null
290,P29,WORKER,LOCK,R29,Mutex,null,null
300,P30,WORKER,LOCK,R30,Mutex,null,null
310,P31,WORKER,LOCK,R31,Mutex,null,null
320,P32,WORKER,LOCK,R32,Mutex,null,null
330,P33,WORKER,LOCK,R33,Mutex,null,null
340,P34,WORKER,LOCK,R34,Mutex,null,null
350,P35,WORKER,LOCK,R35,Mutex,null,null
360,P36,WORKER,LOCK,R36,Mutex,null,null
370,P37,WORKER,LOCK,R37,Mutex,null,null
380,P38,WORKER,LOCK,R38,Mutex,null,null
390,P39,WORKER,LOCK,R39,Mutex,null,null
400,P40,WORKER,LOCK,R40,Mutex,null,null
410,P41,WORKER,LOCK,R41,Mutex,null,null
420,P42,WORKER,LOCK,R42,Mutex,null,null
430,P43,WORKER,LOCK,R43,Mutex,null,null
440,P44,WORKER,LOCK,R44,Mutex,null,null
450,P45,WORKER,LOCK,R45,Mutex,null,null
460,P46,WORKER,LOCK,R46,Mutex,null,null
470,P47,WORKER,LOCK,R47,Mutex,null,null
480,P48,WORKER,LOCK,R48,Mutex,null,null
490,P49,WORKER,LOCK,R49,Mutex,null,null
500,P50,WORKER,LOCK,R50,Mutex,null,null
1010,P1,WORKER,LOCK,R2,Mutex,null,null
1020,P2,WORKER,LOCK,R3,Mutex,null,null
1030,P3,WORKER,LOCK,R4,Mutex,null,null
1040,P4,WORKER,LOCK,R5,Mutex,null,null
1050,P5,WORKER,LOCK,R6,Mutex,null,null
1060,P6,WORKER,LOCK,R7,Mutex,null,null
1070,P7,WORKER,LOCK,R8,Mutex,null,null
1080,P8,WORKER,LOCK,R9,Mutex,null,null
1090,P9,WORKER,LOCK,R10,Mutex,null,null
1100,P10,WORKER,LOCK,R11,Mutex,null,null
1110,P11,WORKER,LOCK,R12,Mutex,null,null
1120,P12,WORKER,LOCK,R13,Mutex,null,null
1130,P13,WORKER,LOCK,R14,Mutex,null,null
1140,P14,WORKER,LOCK,R15,Mutex,null,null
1150,P15,WORKER,LOCK,R16,Mutex,null,null
1160,P16,WORKER,LOCK,R17,Mutex,null,null
1170,P17,WORKER,LOCK,R18,Mutex,null,null
1180,P18,WORKER,LOCK,R19,Mutex,null,null
1190,P19,WORKER,LOCK,R20,Mutex,null,null
1200,P20,WORKER,LOCK,R21,Mutex,null,null
1210,P21,WORKER,LOCK,R22,Mutex,null,null
1220,P22,WORKER,LOCK,R23,Mutex,null,null
1230,P23,WORKER,LOCK,R24,Mutex,null,null
1240,P24,WORKER,LOCK,R25,Mutex,null,null
1250,P25,WORKER,LOCK,R26,Mutex,null,null
1260,P26,WORKER,LOCK,R27,Mutex,null,null
1270,P27,WORKER,LOCK,R28,Mutex,null,null
1280,P28,WORKER,LOCK,R29,Mutex,null,null
1290,P29,WORKER,LOCK,R30,Mutex,null,null
1300,P30,WORKER,LOCK,R31,Mutex,null,null
1310,P31,WORKER,LOCK,R32,Mutex,null,null
1320,P32,WORKER,LOCK,R33,Mutex,null,null
1330,P33,WORKER,LOCK,R34,Mutex,null,null
1340,P34,WORKER,LOCK,R35,Mutex,null,null
1350,P35,WORKER,LOCK,R36,Mutex,null,null
1360,P36,WORKER,LOCK,R37,Mutex,null,null
1370,P37,WORKER,LOCK,R38,Mutex,null,null
1380,P38,WORKER,LOCK,R39,Mutex,null,null
1390,P39,WORKER,LOCK,R40,Mutex,null,null
1400,P40,WORKER,LOCK,R41,Mutex,null,null
1410,P41,WORKER,LOCK,R42,Mutex,null,null
1420,P42,WORKER,LOCK,R43,Mutex,null,null
1430,P43,WORKER,LOCK,R44,Mutex,null,null
1440,P44,WORKER,LOCK,R45,Mutex,null,null
1450,P45,WORKER,LOCK,R46,Mutex,null,null
1460,P46,WORKER,LOCK,R47,Mutex,null,null
1470,P47,WORKER,LOCK,R48,Mutex,null,null
1480,P48,WORKER,LOCK,R49,Mutex,null,null
1490,P49,WORKER,LOCK,R50,Mutex,null,null
1500,P50,WORKER,LOCK,R1,Mutex,null,null
